project,rBug@1,rrBug@1,tBug@1,rBug@3,rrBug@3,tBug@3,rBug@5,rrBug@5,tBug@5,rBug@10,rrBug@10,tBug@10,rBug@20,rrBug@20,tBug@20,rFirstHit,rrFirstHit,tFirstHit
performance-352-95-bug极盗者-全民版V1.1.2.4测试_1470654387+52.csv,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.6,0.6,0.2,0.6,0.8,0.4,0.6,1.0,9.0,2.0,2.0,
performance-352-95-bug极盗者-全民版V1.1.2.4测试_1470654387+59.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,19.0,20.0,3.0,
performance-352-95-bug极盗者-全民版V1.1.2.4测试_1470654387+7.csv,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3157894736842105,4.0,2.0,2.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+11.csv,0.0,0.0,0.0625,0.0625,0.0625,0.1875,0.0625,0.125,0.1875,0.1875,0.3125,0.375,0.5625,0.5625,0.4375,2.0,2.0,1.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+22.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.4,0.4,0.2,11.0,9.0,2.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+27.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,0.2222222222222222,11.0,9.0,12.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+4.csv,0.05,0.05,0.05,0.1,0.1,0.15,0.1,0.15,0.2,0.2,0.3,0.35,0.5,0.55,0.55,1.0,1.0,1.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+42.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.25,0.5,0.5,0.5,10.0,9.0,4.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+49.csv,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,10.0,9.0,2.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+54.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.5,0.5,0.5,0.5,11.0,10.0,4.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+62.csv,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,10.0,10.0,2.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+67.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,10.0,10.0,16.0,
performance-353-149-bug看苏州V3.0.0测试_1470654370+87.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,45.0,53.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+12.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.2727272727272727,0.2727272727272727,4.0,4.0,4.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+150.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,21.0,20.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+19.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.42857142857142855,4.0,4.0,8.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+34.csv,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0625,0.0625,0.375,0.25,0.25,0.5,7.0,7.0,2.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+46.csv,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.2,7.0,7.0,1.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+50.csv,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,7.0,7.0,2.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+55.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.375,0.375,0.25,7.0,7.0,12.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+70.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5714285714285714,7.0,7.0,4.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+77.csv,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,7.0,7.0,1.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+81.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.2,0.4,0.4,7.0,7.0,4.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+88.csv,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,7.0,7.0,1.0,
performance-354-199-bug舞蹈QV1.7测试_1470654383+92.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,7.0,7.0,54.0,
performance-355-68-bugWaaShowV1.3.0测试_1470654366+14.csv,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.4,0.6,0.5,0.7,4.0,2.0,1.0,
performance-355-68-bugWaaShowV1.3.0测试_1470654366+26.csv,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,9.0,9.0,1.0,
performance-355-68-bugWaaShowV1.3.0测试_1470654366+34.csv,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,6.0,8.0,3.0,
performance-355-68-bugWaaShowV1.3.0测试_1470654366+40.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,5.0,5.0,5.0,
performance-355-68-bugWaaShowV1.3.0测试_1470654366+8.csv,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.6363636363636364,4.0,6.0,3.0,
performance-356-105-bug幸运云购V0.1.0测试_1470654372+16.csv,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,1.0,1.0,
performance-356-105-bug幸运云购V0.1.0测试_1470654372+20.csv,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,1.0,1.0,
performance-356-105-bug幸运云购V0.1.0测试_1470654372+27.csv,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,6.0,
performance-356-105-bug幸运云购V0.1.0测试_1470654372+36.csv,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,17.0,
performance-356-105-bug幸运云购V0.1.0测试_1470654372+56.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,
performance-356-105-bug幸运云购V0.1.0测试_1470654372+8.csv,0.1,0.1,0.0,0.2,0.2,0.1,0.3,0.3,0.3,0.3,0.3,0.4,0.8,0.8,0.7,1.0,1.0,2.0,
performance-357-134-bug筑医台V1.2测试_1470654365+13.csv,0.0625,0.0625,0.0625,0.1875,0.1875,0.125,0.1875,0.1875,0.25,0.375,0.375,0.25,0.6875,0.6875,0.4375,1.0,1.0,1.0,
performance-357-134-bug筑医台V1.2测试_1470654365+2.csv,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.3684210526315789,0.3684210526315789,0.15789473684210525,0.631578947368421,0.631578947368421,0.3684210526315789,1.0,1.0,1.0,
performance-357-134-bug筑医台V1.2测试_1470654365+21.csv,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,4.0,
performance-357-134-bug筑医台V1.2测试_1470654365+32.csv,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.1111111111111111,1.0,1.0,5.0,
performance-357-134-bug筑医台V1.2测试_1470654365+40.csv,0.125,0.125,0.0,0.125,0.125,0.0,0.25,0.25,0.0,0.375,0.375,0.0,0.75,0.75,0.125,1.0,1.0,15.0,
performance-357-134-bug筑医台V1.2测试_1470654365+58.csv,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.0,1.0,6.0,
performance-357-134-bug筑医台V1.2测试_1470654365+68.csv,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.4,0.4,0.4,0.8,0.8,0.6,1.0,1.0,6.0,
performance-357-134-bug筑医台V1.2测试_1470654365+7.csv,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.4117647058823529,0.4117647058823529,0.23529411764705882,0.7058823529411765,0.7058823529411765,0.35294117647058826,1.0,1.0,3.0,
performance-357-134-bug筑医台V1.2测试_1470654365+77.csv,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.5,1.0,0.75,1.0,1.0,1.0,1.0,
performance-357-134-bug筑医台V1.2测试_1470654365+81.csv,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,6.0,
performance-357-134-bug筑医台V1.2测试_1470654365+93.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
performance-358-100-bug加气助手V1.0.1测试_1470654381+16.csv,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5555555555555556,2.0,2.0,2.0,
performance-358-100-bug加气助手V1.0.1测试_1470654381+32.csv,0.1,0.1,0.0,0.3,0.3,0.1,0.4,0.4,0.2,0.6,0.6,0.5,0.8,0.8,0.8,1.0,1.0,2.0,
performance-358-100-bug加气助手V1.0.1测试_1470654381+45.csv,0.2,0.2,0.0,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.6,1.0,1.0,1.0,2.0,
performance-358-100-bug加气助手V1.0.1测试_1470654381+51.csv,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,4.0,2.0,1.0,
performance-358-100-bug加气助手V1.0.1测试_1470654381+55.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,29.0,6.0,
performance-358-100-bug加气助手V1.0.1测试_1470654381+8.csv,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.1,0.3,0.3,0.15,0.45,0.45,0.45,2.0,2.0,4.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+102.csv,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,3.0,9.0,9.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+11.csv,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.125,0.125,0.125,0.2916666666666667,0.2916666666666667,0.16666666666666666,0.5,0.5,0.2916666666666667,1.0,1.0,1.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+115.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,4.0,17.0,18.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+138.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,41.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+17.csv,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,4.0,4.0,1.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+21.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.1,0.1,0.25,0.25,0.15,0.4,0.4,0.3,4.0,4.0,2.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+29.csv,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2777777777777778,4.0,4.0,2.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+34.csv,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.23529411764705882,4.0,4.0,1.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+43.csv,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.21428571428571427,4.0,1.0,1.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+47.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.15384615384615385,4.0,8.0,10.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+5.csv,0.04,0.04,0.0,0.04,0.04,0.04,0.12,0.12,0.04,0.32,0.32,0.16,0.52,0.52,0.24,1.0,1.0,3.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+61.csv,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.45454545454545453,0.45454545454545453,0.36363636363636365,3.0,3.0,12.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+78.csv,0.0,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.25,0.375,0.125,0.5,0.375,0.25,3.0,1.0,1.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+82.csv,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,3.0,4.0,8.0,
performance-359-200-bug出游宝V0.8.0测试_1470654366+93.csv,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,3.0,7.0,6.0,
performance-36-47-百度股市通测试_1463737386+13.csv,0.2,0.0,0.2,0.4,0.4,0.4,0.6,0.4,0.6,1.0,0.8,0.8,1.0,0.8,0.8,1.0,2.0,1.0,
performance-36-47-百度股市通测试_1463737386+23.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
performance-36-47-百度股市通测试_1463737386+5.csv,0.125,0.0,0.125,0.25,0.25,0.125,0.5,0.375,0.375,0.625,0.5,0.625,1.0,1.0,1.0,1.0,2.0,1.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+130.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.0,13.0,18.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+151.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,13.0,13.0,49.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+18.csv,0.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.17391304347826086,0.17391304347826086,0.2608695652173913,0.21739130434782608,0.30434782608695654,0.34782608695652173,3.0,3.0,1.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+203.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,13.0,15.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+29.csv,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.35294117647058826,0.17647058823529413,3.0,3.0,1.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+33.csv,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.1875,0.1875,0.0625,0.25,0.375,0.1875,3.0,3.0,4.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+40.csv,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,3.0,3.0,4.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+47.csv,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.35714285714285715,3.0,3.0,5.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+61.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.2,0.3,13.0,13.0,4.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+68.csv,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4444444444444444,13.0,13.0,1.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+72.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.125,0.125,0.375,13.0,13.0,5.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+80.csv,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,13.0,13.0,2.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+88.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,13.0,13.0,6.0,
performance-360-277-bug寻到宝V1.0.0测试_1470654368+97.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,13.0,13.0,30.0,
performance-361-155-bug德成贷V1.0测试_1470654375+11.csv,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.4,0.4,0.3333333333333333,1.0,1.0,1.0,
performance-361-155-bug德成贷V1.0测试_1470654375+117.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,12.0,7.0,
performance-361-155-bug德成贷V1.0测试_1470654375+15.csv,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.35714285714285715,1.0,3.0,7.0,
performance-361-155-bug德成贷V1.0测试_1470654375+29.csv,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.1,0.4,0.4,0.2,2.0,2.0,6.0,
performance-361-155-bug德成贷V1.0测试_1470654375+38.csv,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,3.0,3.0,5.0,
performance-361-155-bug德成贷V1.0测试_1470654375+46.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.25,0.375,0.375,0.375,9.0,6.0,5.0,
performance-361-155-bug德成贷V1.0测试_1470654375+55.csv,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.0,6.0,3.0,
performance-361-155-bug德成贷V1.0测试_1470654375+61.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,6.0,6.0,19.0,
performance-361-155-bug德成贷V1.0测试_1470654375+83.csv,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.5,1.0,0.75,0.5,6.0,6.0,2.0,
performance-361-155-bug德成贷V1.0测试_1470654375+88.csv,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,11.0,11.0,1.0,
performance-361-155-bug德成贷V1.0测试_1470654375+92.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,11.0,22.0,
