project,rBug@1,rrBug@1,tBug@1,rBug@3,rrBug@3,tBug@3,rBug@5,rrBug@5,tBug@5,rBug@10,rrBug@10,tBug@10,rBug@20,rrBug@20,tBug@20,rFirstHit,rrFirstHit,tFirstHit
performance-533-166-bug知渔宝V1.3.0测试_1470654279+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,54,20,54
performance-534-33-bug二手汇V2.6.6测试_1470654276+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,12,5,12
performance-535-55-bug住总停开心V1.0测试_1470654278+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,24,32
performance-536-67-bug章鱼百货V0.1.67测试_1470654278+4.csv,0,0,0,0,0.5,0,1,1,1,1,1,1,1,1,1,4,3,4
performance-537-69-bug番茄土豆V2.0.0-Beta.23测试_1470654276+4.csv,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,20
performance-538-96-bug智能学伴V2.0.2测试_1470654277+4.csv,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,21,31
performance-539-97-bugi聊V1.3测试_1470654276+4.csv,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,46
performance-54-34-山东民生警务平台测试_1463737470+19.csv,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2,4
performance-540-98-bug天使孕育V1.0测试_1470654275+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,36
performance-541-116-bug庞中华书法V1.0测试_1470654277+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,53
performance-542-116-bug医家通V1.0测试_1470654277+4.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,6,6,43
performance-543-117-bug华数享看V2.1.0测试_1470654279+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,35,38
performance-544-200-bug粤通卡V3.0.3测试_1470654280+4.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,6,6,77
performance-545-48-bug全民啪啪捕鱼V1.0测试_1470654276+4.csv,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,4,7,39
performance-546-71-bug优协V1.0.0.3测试_1470654278+4.csv,0,0,0,0.5,0,0,0.5,0,0,1,0.5,0,1,1,1,3,6,19
performance-547-75-bug火星网校测试_1470654274+4.csv,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,29
performance-548-34-bug爆点炮炮兵V1.0测试_1470654275+4.csv,0,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,2,11,16
performance-549-57-bug成都眼V1.5.1测试_1470654279+4.csv,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,4,4,21
performance-55-78-美丽深圳测试_1463737490+24.csv,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,1,1,0.666666667,1,1,0.666666667,1,1,5
performance-550-58-bugBaseLibraryV1.0测试_1470654275+4.csv,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,14,5,21
performance-551-69-bug能量转V1.0测试_1470654274+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,24,20,40
performance-552-83-bug爱尚韩购V1.0测试_1470654274+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,22,30
performance-553-75-bug京东到家V3.1.0测试_1470654274+10.csv,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.4,14,19,7
performance-553-75-bug京东到家V3.1.0测试_1470654274+24.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,26,15,24
performance-553-75-bug京东到家V3.1.0测试_1470654274+53.csv,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5,8,15,18
performance-554-58-bug百度糯米V6.7.2测试_1470654275+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,31,39
performance-555-54-bug金指投V3.0.3测试_1470654272+33.csv,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,1,1,1,1,4,8,5
performance-555-54-bug金指投V3.0.3测试_1470654272+7.csv,0.111111111,0.111111111,0,0.111111111,0.111111111,0.111111111,0.222222222,0.222222222,0.111111111,0.444444444,0.333333333,0.333333333,0.888888889,0.666666667,0.666666667,1,1,2
performance-556-69-bug中原楼市V1.0.5测试_1470654273+4.csv,0,0,0,0,0,0,0.1,0.1,0,0.3,0.3,0,0.5,0.5,0.2,4,4,19
performance-556-69-bug中原楼市V1.0.5测试_1470654273+48.csv,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,5,1,3
performance-556-69-bug中原楼市V1.0.5测试_1470654273+56.csv,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,8
performance-557-106-bug成都基层平台V0.2.6测试_1470654272+16.csv,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.5,0.375,0.125,0.625,0.5,0.125,1,1,1
performance-557-106-bug成都基层平台V0.2.6测试_1470654272+22.csv,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0.428571429,0.428571429,0,0.571428571,0.571428571,0.285714286,1,1,17
performance-557-106-bug成都基层平台V0.2.6测试_1470654272+48.csv,0.25,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.75,1,1,1,5
performance-557-106-bug成都基层平台V0.2.6测试_1470654272+58.csv,0,0,0.333333333,0,0,0.333333333,0,0.333333333,0.333333333,0,0.666666667,1,0.333333333,0.666666667,1,17,5,1
performance-558-68-bug劲牌学院V0.0.57测试_1470654273+13.csv,0.333333333,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.666666667,1,3,3
performance-558-68-bug劲牌学院V0.0.57测试_1470654273+21.csv,0,0,0.5,0,0,1,0,0,1,1,1,1,1,1,1,8,8,1
performance-559-116-bug东西说V1.0测试_1470654273+4.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,48
performance-560-76-bug好运一元V1.0测试_1470654272+30.csv,0,0,0,0,0.25,0,0,0.25,0,0,0.5,0,0.5,0.75,0.25,15,3,15
performance-560-76-bug好运一元V1.0测试_1470654272+50.csv,0,0.333333333,0.333333333,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,8,1,1
performance-560-76-bug好运一元V1.0测试_1470654272+58.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,15
performance-560-76-bug好运一元V1.0测试_1470654272+9.csv,0,0,0,0.1,0.2,0.1,0.1,0.3,0.1,0.3,0.5,0.2,0.5,0.7,0.6,3,2,2
performance-561-37-bug看山东V1.1.5测试_1470654271+18.csv,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,1,15,13,5
performance-562-32-bugDuer测试_1470654272+10.csv,0,0,0,0.4,0.4,0.2,0.6,0.4,0.4,0.8,0.8,0.8,1,1,1,2,2,3
performance-562-32-bugDuer测试_1470654272+25.csv,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3
performance-58-33-恒耀现货订购系统测试_1463737487+4.csv,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75,1,1,1,1,1,1,1,1,1
performance-59-129-CloudCCCRM测试_1463737397+21.csv,0.2,0.2,0,0.4,0.2,0,0.4,0.2,0,0.4,0.4,0,0.4,0.4,0.2,1,1,12
performance-59-129-CloudCCCRM测试_1463737397+38.csv,0.25,0.25,0,0.5,0.25,0,0.5,0.25,0,0.5,0.5,0,0.75,0.75,0,1,1,29
performance-59-129-CloudCCCRM测试_1463737397+79.csv,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,6
performance-6-144-百度天眼测试反馈_1463737257+10.csv,0,0,0,0.222222222,0.222222222,0.222222222,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.444444444,1,1,0.777777778,2,2,2
performance-6-144-百度天眼测试反馈_1463737257+21.csv,0,0,0,0.4,0.4,0.2,0.4,0.4,0.2,0.6,0.6,0.6,1,1,1,2,2,3
performance-6-144-百度天眼测试反馈_1463737257+39.csv,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,6,6,1
performance-6-144-百度天眼测试反馈_1463737257+4.csv,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.3,0.3,0.9,0.8,0.6,1,1,1
performance-60-55-菜鸟游戏测试_1463737491+23.csv,0.5,0.5,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,1,4
performance-61-31-家家顺测试_1463737500+18.csv,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,4,4,7
performance-62-110-闪聘求职者测试_1463737494+24.csv,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.5,1,1,0.5,8,8,5
performance-62-110-闪聘求职者测试_1463737494+37.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0.5,6,6,15
performance-62-110-闪聘求职者测试_1463737494+57.csv,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1
performance-63-56-nebula测试_1463737497+27.csv,0,0,0,1,1,0,1,1,0.5,1,1,1,1,1,1,2,2,5
performance-65-111-夺宝猫测试_1463737499+11.csv,0.111111111,0.111111111,0,0.222222222,0.222222222,0,0.222222222,0.222222222,0,0.555555556,0.555555556,0.111111111,0.666666667,0.666666667,0.444444444,1,1,8
performance-65-111-夺宝猫测试_1463737499+30.csv,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,0.333333333,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,1,1,1
performance-65-111-夺宝猫测试_1463737499+42.csv,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0.666666667,0.666666667,1,1,1,6,6,5
performance-65-111-夺宝猫测试_1463737499+54.csv,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,5,5,1
performance-66-37-无聊测试_1463737492+15.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,1,10,10,7
performance-67-138-法律易查测试_1463737508+27.csv,0,0,0,0.166666667,0.333333333,0,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.166666667,0.666666667,0.666666667,0.5,3,2,5
performance-67-138-法律易查测试_1463737508+37.csv,0,0,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.4,0.6,0.4,0.8,0.8,0.6,3,2,1
performance-67-138-法律易查测试_1463737508+43.csv,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.75,0.5,2,2,3
performance-67-138-法律易查测试_1463737508+51.csv,0,0,0,0,0.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.666666667,0.333333333,8,2,3
performance-67-138-法律易查测试_1463737508+59.csv,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0,1,1,1,8,2,13
performance-68-43-车好运测试_1463737491+13.csv,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.75,1,1,1,1,1,1
performance-68-43-车好运测试_1463737491+19.csv,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,1,1,1,1,1,1,3,3,3
performance-68-43-车好运测试_1463737491+7.csv,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.8,0.8,0.4,1,1,1,1,1,1
performance-7-127-百度手机卫士安全短信功能测试_1463737282+21.csv,0.166666667,0.166666667,0.166666667,0.5,0.5,0.333333333,0.5,0.5,0.5,0.5,0.5,0.666666667,1,1,0.666666667,1,1,1
performance-7-127-百度手机卫士安全短信功能测试_1463737282+30.csv,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1,0.333333333,1,1,1,2,2,1
performance-7-127-百度手机卫士安全短信功能测试_1463737282+36.csv,0,0,0,0.5,0.5,0,1,1,0,1,1,1,1,1,1,2,2,7
performance-70-174-迪信通测试_1463737458+17.csv,0.083333333,0.083333333,0,0.166666667,0.166666667,0.083333333,0.25,0.25,0.083333333,0.25,0.25,0.166666667,0.5,0.5,0.25,1,1,3
performance-70-174-迪信通测试_1463737458+28.csv,0.1,0.1,0,0.2,0.2,0,0.3,0.3,0,0.3,0.3,0.2,0.5,0.5,0.3,1,1,8
performance-70-174-迪信通测试_1463737458+43.csv,0.125,0.125,0,0.25,0.25,0.125,0.25,0.25,0.125,0.25,0.25,0.25,0.5,0.5,0.5,1,1,2
performance-70-174-迪信通测试_1463737458+54.csv,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.5,0.666666667,0.666666667,0.666666667,1,1,4
performance-70-174-迪信通测试_1463737458+73.csv,0,0,0,0.5,0.5,0,0.5,0.5,0.5,1,1,1,1,1,1,3,3,4
performance-70-174-迪信通测试_1463737458+82.csv,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1
performance-71-81-乐动体育测试_1463737510+32.csv,0,0,0,0.285714286,0.285714286,0,0.428571429,0.428571429,0.142857143,0.571428571,0.571428571,0.285714286,1,1,1,2,2,5
performance-72-213-花友测试_1463737504+23.csv,0.076923077,0.076923077,0,0.153846154,0.153846154,0,0.230769231,0.230769231,0.076923077,0.384615385,0.384615385,0.153846154,0.615384615,0.615384615,0.461538462,1,1,5
performance-72-213-花友测试_1463737504+45.csv,0.142857143,0.142857143,0,0.285714286,0.285714286,0,0.285714286,0.285714286,0,0.428571429,0.428571429,0.285714286,0.571428571,0.571428571,0.571428571,1,1,9
performance-72-213-花友测试_1463737504+60.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,1,1,0.6,3,3,1
performance-72-213-花友测试_1463737504+67.csv,0,0,0,0,0,0.333333333,0,0,0.333333333,0.666666667,0.666666667,0.333333333,1,1,0.333333333,6,6,2
performance-72-213-花友测试_1463737504+74.csv,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,16,16,19
performance-72-213-花友测试_1463737504+98.csv,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,28,19,5
performance-73-36-讯都车网测试_1463737517+22.csv,0,0,0.333333333,0.333333333,0.333333333,0.666666667,1,1,1,1,1,1,1,1,1,3,3,1
performance-74-230-通星粉测试_1463737520+27.csv,0,0,0,0,0,0.153846154,0.076923077,0.076923077,0.153846154,0.076923077,0.076923077,0.230769231,0.307692308,0.307692308,0.461538462,5,5,2
performance-74-230-通星粉测试_1463737520+35.csv,0,0,0.090909091,0,0,0.090909091,0,0,0.181818182,0.181818182,0.181818182,0.363636364,0.545454545,0.545454545,0.454545455,8,8,1
performance-74-230-通星粉测试_1463737520+48.csv,0,0,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.571428571,0.571428571,0.142857143,0.714285714,0.714285714,0.714285714,5,5,1
performance-74-230-通星粉测试_1463737520+54.csv,0,0,0,0,0,0,0.166666667,0.166666667,0,0.5,0.5,0.166666667,0.666666667,0.666666667,0.833333333,5,5,6
performance-74-230-通星粉测试_1463737520+65.csv,0,0,0.2,0,0,0.6,0.2,0.2,0.8,0.6,0.6,0.8,0.8,0.8,0.8,5,5,1
performance-74-230-通星粉测试_1463737520+74.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,38
performance-75-56-快乐满意拍测试_1463737521+13.csv,0,0,0,0.222222222,0.222222222,0,0.333333333,0.333333333,0.111111111,0.666666667,0.666666667,0.111111111,0.777777778,0.777777778,0.666666667,2,2,4
performance-75-56-快乐满意拍测试_1463737521+22.csv,0,0,0,0.25,0.25,0,0.5,0.5,0.25,0.625,0.625,0.625,1,1,0.875,2,2,4
performance-75-56-快乐满意拍测试_1463737521+4.csv,0,0,0,0.1,0.1,0,0.2,0.2,0.1,0.5,0.5,0.1,0.7,0.7,0.2,2,2,4
performance-76-113-查快递测试_1463737513+36.csv,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,15,1,1
performance-77-38-百度图片APP测试_1463737516+12.csv,0.2,0.2,0,0.4,0.4,0.2,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,1,1,3
performance-78-55-无二之旅测试_1463737522+7.csv,0.1,0.1,0,0.2,0.2,0.1,0.4,0.3,0.3,0.6,0.4,0.5,0.9,0.9,1,1,1,2
performance-79-77-江阴教育测试_1463737515+28.csv,0,0,0.2,0,0.2,0.2,0.2,0.6,0.4,0.2,0.8,0.6,1,1,1,4,3,1
performance-79-77-江阴教育测试_1463737515+40.csv,0,0,0,0,0.5,0,0,1,0.5,1,1,1,1,1,1,8,3,4
performance-8-90-百度天眼测试反馈（三期）_1463737278+19.csv,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.5,0.5,0.333333333,1,1,0.666666667,4,4,2
performance-8-90-百度天眼测试反馈（三期）_1463737278+26.csv,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.6,0.2,0.8,0.8,0.2,1,1,0.8,1,1,1
performance-8-90-百度天眼测试反馈（三期）_1463737278+32.csv,0.25,0.25,0,0.5,0.5,0,0.75,0.75,0.25,1,1,0.5,1,1,0.75,1,1,5
performance-8-90-百度天眼测试反馈（三期）_1463737278+4.csv,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.3,0.4,0.7,0.7,0.5,4,4,4
performance-8-90-百度天眼测试反馈（三期）_1463737278+48.csv,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,9
performance-80-81-搭伙族测试_1463737524+16.csv,0.2,0.2,0,0.2,0.2,0,0.2,0.2,0.2,0.8,0.8,0.4,0.8,0.8,0.6,1,1,4
performance-80-81-搭伙族测试_1463737524+25.csv,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.5,1,1,1,3,3,1
performance-80-81-搭伙族测试_1463737524+34.csv,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,1,0.5,0.5,1,4,4,7
performance-81-153-worker测试_1463737532+4.csv,0.083333333,0.083333333,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0,0.25,0.25,0,0.666666667,0.666666667,0,1,1,33
performance-81-153-worker测试_1463737532+47.csv,0.125,0.125,0,0.375,0.375,0.125,0.375,0.375,0.125,0.5,0.5,0.125,0.75,0.75,0.375,1,1,2
performance-81-153-worker测试_1463737532+54.csv,0.142857143,0.142857143,0,0.428571429,0.428571429,0,0.571428571,0.571428571,0,0.571428571,0.571428571,0,0.857142857,0.857142857,0.428571429,1,1,12
performance-81-153-worker测试_1463737532+72.csv,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.6,0.6,0.6,1,1,0.8,1,1,1
performance-81-153-worker测试_1463737532+87.csv,0.5,0.5,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,1,5
performance-82-44-网络青年测试_1463737529+21.csv,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3
performance-83-132-茄子医生测试_1463737528+31.csv,0.142857143,0.142857143,0,0.285714286,0.142857143,0,0.285714286,0.142857143,0,0.428571429,0.285714286,0,0.714285714,0.428571429,0,1,1,29
performance-83-132-茄子医生测试_1463737528+74.csv,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0.5,10,10,19
performance-84-39-朵朵云测试_1463737526+12.csv,0.25,0.25,0,0.75,0.25,0,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.5,1,1,4
performance-85-65-农人圈测试_1463737541+16.csv,0.142857143,0.142857143,0,0.285714286,0.285714286,0,0.285714286,0.285714286,0,0.571428571,0.571428571,0,0.857142857,0.857142857,0.285714286,1,1,12
performance-85-65-农人圈测试_1463737541+33.csv,0.166666667,0.166666667,0,0.333333333,0.333333333,0.166666667,0.5,0.5,0.333333333,0.833333333,0.833333333,0.5,1,1,0.833333333,1,1,3
performance-85-65-农人圈测试_1463737541+47.csv,0,0,0.333333333,0.666666667,0.666666667,0.333333333,0.666666667,0.666666667,0.333333333,1,1,1,1,1,1,2,2,1
performance-86-66-基金速览测试_1463737533+13.csv,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.5,0.4,0.7,0.5,0.5,0.9,1,0.9,1,1,1
performance-86-66-基金速览测试_1463737533+36.csv,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,2,4,13
performance-87-123-听世界听书测试_1463737540+14.csv,0.111111111,0.111111111,0,0.222222222,0.222222222,0.222222222,0.444444444,0.222222222,0.333333333,0.666666667,0.333333333,0.333333333,0.777777778,0.666666667,0.666666667,1,1,2
performance-87-123-听世界听书测试_1463737540+23.csv,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.833333333,0.833333333,0.833333333,2,2,3
performance-87-123-听世界听书测试_1463737540+35.csv,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0.666666667,0.666666667,1,1,1,8,8,4
performance-87-123-听世界听书测试_1463737540+47.csv,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,2
performance-89-120-一起飞测试_1463737536+19.csv,0.142857143,0.142857143,0,0.285714286,0.285714286,0,0.428571429,0.428571429,0.142857143,0.714285714,0.714285714,0.285714286,1,1,0.714285714,1,1,4
performance-89-120-一起飞测试_1463737536+28.csv,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.666666667,1,1,1
performance-89-120-一起飞测试_1463737536+38.csv,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1,1,3,3,1
performance-89-120-一起飞测试_1463737536+44.csv,0,0,0,0,0,0,0.5,0.5,0,1,1,0.5,1,1,1,5,5,7
performance-89-120-一起飞测试_1463737536+56.csv,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1
performance-9-54-百度糯米v5.9.1体验测试_1463737315+11.csv,0.333333333,0.333333333,0,1,1,0,1,1,0.333333333,1,1,0.333333333,1,1,1,1,1,5
performance-9-54-百度糯米v5.9.1体验测试_1463737315+21.csv,0.5,0.5,0,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,5
performance-90-59-疯狂数字测试_1463737541+27.csv,0,0,0,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1,1,1,1,1,3,3,3
performance-90-59-疯狂数字测试_1463737541+8.csv,0,0,0,0,0,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.7,0.7,0.7,4,4,2
performance-92-133-喵哆啦测试_1463737548+10.csv,0.1,0.1,0.1,0.3,0.2,0.2,0.4,0.2,0.2,0.8,0.3,0.2,0.9,0.8,0.4,1,1,1
performance-92-133-喵哆啦测试_1463737548+17.csv,0.125,0.125,0,0.25,0.25,0,0.5,0.25,0.125,0.75,0.25,0.25,1,0.75,0.5,1,1,4
performance-92-133-喵哆啦测试_1463737548+26.csv,0.142857143,0.142857143,0.142857143,0.285714286,0.285714286,0.142857143,0.571428571,0.285714286,0.142857143,0.857142857,0.285714286,0.285714286,1,0.857142857,0.571428571,1,1,1
performance-92-133-喵哆啦测试_1463737548+32.csv,0.166666667,0.166666667,0,0.333333333,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.666666667,0.5,0.833333333,0.833333333,0.666666667,1,1,3
performance-92-133-喵哆啦测试_1463737548+44.csv,0,0,0,0.333333333,0,0,0.666666667,0,0.333333333,0.666666667,0.666666667,0.666666667,1,1,0.666666667,3,6,4
performance-92-133-喵哆啦测试_1463737548+53.csv,0,0,0.5,0.5,0,0.5,0.5,0,0.5,1,0.5,0.5,1,1,0.5,3,6,1
performance-92-133-喵哆啦测试_1463737548+59.csv,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,3,5,15
performance-93-104-今日城市测试_1463737550+21.csv,0.25,0.25,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.5,1,1,0.5,1,1,5
performance-93-104-今日城市测试_1463737550+34.csv,0,0,0,0,0,0,0.5,0,0,1,1,0,1,1,0,5,7,11
performance-95-106-爱陪护测试_1463737556+30.csv,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,1,1,1,1,1,1,1,1,5
performance-96-47-四川麻将测试_1463737554+10.csv,0.142857143,0.142857143,0,0.142857143,0.142857143,0.285714286,0.285714286,0.285714286,0.285714286,0.571428571,0.571428571,0.571428571,0.714285714,0.714285714,0.714285714,1,1,2
performance-96-47-四川麻将测试_1463737554+28.csv,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,4,6,11
performance-97-107-淘特惠测试_1463737552+41.csv,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
