  , ,performance
recPoint=8,Ground Truth,17
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,21
recPoint=8,Ground Truth,50
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,1
recPoint=8,Ground Truth,9
recPoint=8,COCOME,4
recPoint=8,Ground Truth,9
recPoint=8,COCOME,2
recPoint=8,Ground Truth,4
recPoint=8,COCOME,25
recPoint=8,Ground Truth,52
recPoint=8,COCOME,9
recPoint=8,Ground Truth,13
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,10
recPoint=8,Ground Truth,35
recPoint=8,COCOME,3
recPoint=8,Ground Truth,21
recPoint=8,COCOME,10
recPoint=8,Ground Truth,10
recPoint=8,COCOME,10
recPoint=8,Ground Truth,15
recPoint=8,COCOME,4
recPoint=8,Ground Truth,7
recPoint=8,COCOME,6
recPoint=8,Ground Truth,15
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,5
recPoint=8,Ground Truth,7
recPoint=8,COCOME,1
recPoint=8,Ground Truth,13
recPoint=8,COCOME,5
recPoint=8,Ground Truth,21
recPoint=8,COCOME,2
recPoint=8,Ground Truth,21
recPoint=8,COCOME,25
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,28
recPoint=8,COCOME,10
recPoint=8,Ground Truth,18
recPoint=8,COCOME,5
recPoint=8,Ground Truth,34
recPoint=8,COCOME,17
recPoint=8,Ground Truth,17
recPoint=8,COCOME,4
recPoint=8,Ground Truth,41
recPoint=8,COCOME,4
recPoint=8,Ground Truth,16
recPoint=8,COCOME,6
recPoint=8,Ground Truth,27
recPoint=8,COCOME,18
recPoint=8,Ground Truth,21
recPoint=8,COCOME,2
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,12
recPoint=8,COCOME,27
recPoint=8,Ground Truth,28
recPoint=8,COCOME,2
recPoint=8,Ground Truth,1
recPoint=8,COCOME,13
recPoint=8,Ground Truth,44
recPoint=8,COCOME,2
recPoint=8,Ground Truth,5
recPoint=8,COCOME,1
recPoint=8,Ground Truth,6
recPoint=8,COCOME,3
recPoint=8,Ground Truth,1
recPoint=8,COCOME,5
recPoint=8,Ground Truth,6
recPoint=8,COCOME,4
recPoint=8,Ground Truth,7
recPoint=8,COCOME,20
recPoint=8,Ground Truth,5
recPoint=8,COCOME,19
recPoint=8,Ground Truth,21
recPoint=8,COCOME,13
recPoint=8,Ground Truth,12
recPoint=8,COCOME,2
recPoint=8,Ground Truth,10
recPoint=8,COCOME,1
recPoint=8,Ground Truth,30
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,10
recPoint=8,COCOME,6
recPoint=8,Ground Truth,6
recPoint=8,COCOME,19
recPoint=8,Ground Truth,51
recPoint=8,COCOME,9
recPoint=8,Ground Truth,11
recPoint=8,COCOME,49
recPoint=8,Ground Truth,62
recPoint=8,COCOME,6
recPoint=8,Ground Truth,10
recPoint=8,COCOME,3
recPoint=8,Ground Truth,13
recPoint=8,COCOME,1
recPoint=8,Ground Truth,5
recPoint=8,COCOME,3
recPoint=8,Ground Truth,12
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,6
recPoint=8,Ground Truth,74
recPoint=8,COCOME,1
recPoint=8,Ground Truth,12
recPoint=8,COCOME,11
recPoint=8,Ground Truth,17
recPoint=8,COCOME,33
recPoint=8,Ground Truth,45
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,25
recPoint=8,Ground Truth,25
recPoint=8,COCOME,20
recPoint=8,Ground Truth,24
recPoint=8,COCOME,3
recPoint=8,Ground Truth,13
recPoint=8,COCOME,3
recPoint=8,Ground Truth,12
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,2
recPoint=8,Ground Truth,14
recPoint=8,COCOME,10
recPoint=8,Ground Truth,18
recPoint=8,COCOME,12
recPoint=8,Ground Truth,2
recPoint=8,COCOME,39
recPoint=8,Ground Truth,5
recPoint=8,COCOME,35
recPoint=8,Ground Truth,36
recPoint=8,COCOME,20
recPoint=8,Ground Truth,22
recPoint=8,COCOME,1
recPoint=8,Ground Truth,13
recPoint=8,COCOME,9
recPoint=8,Ground Truth,17
recPoint=8,COCOME,7
recPoint=8,Ground Truth,15
recPoint=8,COCOME,2
recPoint=8,Ground Truth,43
recPoint=8,COCOME,2
recPoint=8,Ground Truth,6
recPoint=8,COCOME,3
recPoint=8,Ground Truth,2
recPoint=8,COCOME,2
recPoint=8,Ground Truth,4
recPoint=8,COCOME,2
recPoint=8,Ground Truth,1
recPoint=8,COCOME,5
recPoint=8,Ground Truth,2
recPoint=8,COCOME,12
recPoint=8,Ground Truth,12
recPoint=8,COCOME,4
recPoint=8,Ground Truth,16
recPoint=8,COCOME,3
recPoint=8,Ground Truth,6
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,1
recPoint=8,Ground Truth,18
recPoint=8,COCOME,7
recPoint=8,Ground Truth,22
recPoint=8,COCOME,2
recPoint=8,Ground Truth,3
recPoint=8,COCOME,26
recPoint=8,Ground Truth,35
recPoint=8,COCOME,30
recPoint=8,Ground Truth,35
recPoint=8,COCOME,19
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,6
recPoint=8,COCOME,5
recPoint=8,Ground Truth,8
recPoint=8,COCOME,2
recPoint=8,Ground Truth,54
recPoint=8,COCOME,8
recPoint=8,Ground Truth,13
recPoint=8,COCOME,9
recPoint=8,Ground Truth,9
recPoint=8,COCOME,3
recPoint=8,Ground Truth,3
recPoint=8,COCOME,18
recPoint=8,Ground Truth,25
recPoint=8,COCOME,1
recPoint=8,Ground Truth,2
recPoint=8,COCOME,1
recPoint=8,Ground Truth,1
recPoint=8,COCOME,25
recPoint=8,Ground Truth,46
recPoint=10,COCOME,7
recPoint=10,Ground Truth,22
recPoint=10,COCOME,5
recPoint=10,Ground Truth,31
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,24
recPoint=10,Ground Truth,50
recPoint=10,COCOME,4
recPoint=10,Ground Truth,9
recPoint=10,COCOME,18
recPoint=10,Ground Truth,30
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,7
recPoint=10,Ground Truth,11
recPoint=10,COCOME,13
recPoint=10,Ground Truth,11
recPoint=10,COCOME,1
recPoint=10,Ground Truth,15
recPoint=10,COCOME,21
recPoint=10,Ground Truth,48
recPoint=10,COCOME,5
recPoint=10,Ground Truth,10
recPoint=10,COCOME,8
recPoint=10,Ground Truth,13
recPoint=10,COCOME,4
recPoint=10,Ground Truth,4
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,14
recPoint=10,Ground Truth,15
recPoint=10,COCOME,7
recPoint=10,Ground Truth,24
recPoint=10,COCOME,8
recPoint=10,Ground Truth,12
recPoint=10,COCOME,7
recPoint=10,Ground Truth,24
recPoint=10,COCOME,4
recPoint=10,Ground Truth,6
recPoint=10,COCOME,1
recPoint=10,Ground Truth,12
recPoint=10,COCOME,26
recPoint=10,Ground Truth,33
recPoint=10,COCOME,6
recPoint=10,Ground Truth,19
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,45
recPoint=10,Ground Truth,46
recPoint=10,COCOME,8
recPoint=10,Ground Truth,12
recPoint=10,COCOME,3
recPoint=10,Ground Truth,3
recPoint=10,COCOME,3
recPoint=10,Ground Truth,6
recPoint=10,COCOME,3
recPoint=10,Ground Truth,6
recPoint=10,COCOME,10
recPoint=10,Ground Truth,51
recPoint=10,COCOME,5
recPoint=10,Ground Truth,20
recPoint=10,COCOME,4
recPoint=10,Ground Truth,6
recPoint=10,COCOME,7
recPoint=10,Ground Truth,9
recPoint=10,COCOME,10
recPoint=10,Ground Truth,9
recPoint=10,COCOME,14
recPoint=10,Ground Truth,31
recPoint=10,COCOME,19
recPoint=10,Ground Truth,9
recPoint=10,COCOME,8
recPoint=10,Ground Truth,33
recPoint=10,COCOME,2
recPoint=10,Ground Truth,41
recPoint=10,COCOME,2
recPoint=10,Ground Truth,3
recPoint=10,COCOME,20
recPoint=10,Ground Truth,25
recPoint=10,COCOME,5
recPoint=10,Ground Truth,6
recPoint=10,COCOME,15
recPoint=10,Ground Truth,16
recPoint=10,COCOME,15
recPoint=10,Ground Truth,21
recPoint=10,COCOME,1
recPoint=10,Ground Truth,8
recPoint=10,COCOME,20
recPoint=10,Ground Truth,27
recPoint=10,COCOME,2
recPoint=10,Ground Truth,2
recPoint=10,COCOME,3
recPoint=10,Ground Truth,2
recPoint=10,COCOME,18
recPoint=10,Ground Truth,22
recPoint=10,COCOME,1
recPoint=10,Ground Truth,7
recPoint=10,COCOME,19
recPoint=10,Ground Truth,11
recPoint=10,COCOME,4
recPoint=10,Ground Truth,16
recPoint=10,COCOME,3
recPoint=10,Ground Truth,26
recPoint=10,COCOME,3
recPoint=10,Ground Truth,2
recPoint=10,COCOME,8
recPoint=10,Ground Truth,8
recPoint=10,COCOME,9
recPoint=10,Ground Truth,13
recPoint=10,COCOME,4
recPoint=10,Ground Truth,5
recPoint=10,COCOME,39
recPoint=10,Ground Truth,37
recPoint=10,COCOME,5
recPoint=10,Ground Truth,32
recPoint=10,COCOME,7
recPoint=10,Ground Truth,2
recPoint=10,COCOME,17
recPoint=10,Ground Truth,23
recPoint=10,COCOME,19
recPoint=10,Ground Truth,47
recPoint=10,COCOME,6
recPoint=10,Ground Truth,72
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,6
recPoint=10,Ground Truth,34
recPoint=10,COCOME,3
recPoint=10,Ground Truth,6
recPoint=10,COCOME,1
recPoint=10,Ground Truth,5
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,6
recPoint=10,Ground Truth,11
recPoint=10,COCOME,26
recPoint=10,Ground Truth,34
recPoint=10,COCOME,10
recPoint=10,Ground Truth,11
recPoint=10,COCOME,10
recPoint=10,Ground Truth,26
recPoint=10,COCOME,3
recPoint=10,Ground Truth,10
recPoint=10,COCOME,2
recPoint=10,Ground Truth,3
recPoint=10,COCOME,7
recPoint=10,Ground Truth,9
recPoint=10,COCOME,5
recPoint=10,Ground Truth,7
recPoint=10,COCOME,4
recPoint=10,Ground Truth,4
recPoint=10,COCOME,1
recPoint=10,Ground Truth,10
recPoint=10,COCOME,8
recPoint=10,Ground Truth,11
recPoint=10,COCOME,11
recPoint=10,Ground Truth,15
recPoint=10,COCOME,3
recPoint=10,Ground Truth,16
recPoint=10,COCOME,1
recPoint=10,Ground Truth,10
recPoint=10,COCOME,4
recPoint=10,Ground Truth,39
recPoint=10,COCOME,1
recPoint=10,Ground Truth,11
recPoint=10,COCOME,2
recPoint=10,Ground Truth,7
recPoint=10,COCOME,1
recPoint=10,Ground Truth,26
recPoint=10,COCOME,8
recPoint=10,Ground Truth,16
recPoint=10,COCOME,3
recPoint=10,Ground Truth,19
recPoint=10,COCOME,1
recPoint=10,Ground Truth,41
recPoint=10,COCOME,8
recPoint=10,Ground Truth,8
recPoint=10,COCOME,18
recPoint=10,Ground Truth,3
recPoint=10,COCOME,1
recPoint=10,Ground Truth,19
recPoint=10,COCOME,1
recPoint=10,Ground Truth,11
recPoint=10,COCOME,2
recPoint=10,Ground Truth,3
recPoint=10,COCOME,3
recPoint=10,Ground Truth,14
recPoint=10,COCOME,23
recPoint=10,Ground Truth,23
recPoint=10,COCOME,1
recPoint=10,Ground Truth,16
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,31
recPoint=10,Ground Truth,43
recPoint=10,COCOME,5
recPoint=10,Ground Truth,8
recPoint=10,COCOME,3
recPoint=10,Ground Truth,5
recPoint=10,COCOME,15
recPoint=10,Ground Truth,15
recPoint=10,COCOME,3
recPoint=10,Ground Truth,10
recPoint=10,COCOME,11
recPoint=10,Ground Truth,10
recPoint=10,COCOME,16
recPoint=10,Ground Truth,19
recPoint=10,COCOME,5
recPoint=10,Ground Truth,4
recPoint=10,COCOME,17
recPoint=10,Ground Truth,19
recPoint=10,COCOME,2
recPoint=10,Ground Truth,8
recPoint=10,COCOME,1
recPoint=10,Ground Truth,28
recPoint=10,COCOME,10
recPoint=10,Ground Truth,16
recPoint=10,COCOME,3
recPoint=10,Ground Truth,7
recPoint=10,COCOME,7
recPoint=10,Ground Truth,7
recPoint=10,COCOME,17
recPoint=10,Ground Truth,49
recPoint=10,COCOME,30
recPoint=10,Ground Truth,33
recPoint=10,COCOME,2
recPoint=10,Ground Truth,8
recPoint=10,COCOME,12
recPoint=10,Ground Truth,14
recPoint=10,COCOME,5
recPoint=10,Ground Truth,8
recPoint=10,COCOME,1
recPoint=10,Ground Truth,52
recPoint=10,COCOME,31
recPoint=10,Ground Truth,33
recPoint=10,COCOME,1
recPoint=10,Ground Truth,8
recPoint=10,COCOME,6
recPoint=10,Ground Truth,18
recPoint=10,COCOME,5
recPoint=10,Ground Truth,2
recPoint=10,COCOME,23
recPoint=10,Ground Truth,44
recPoint=10,COCOME,25
recPoint=10,Ground Truth,26
recPoint=10,COCOME,7
recPoint=10,Ground Truth,20
recPoint=10,COCOME,1
recPoint=10,Ground Truth,11
recPoint=10,COCOME,9
recPoint=10,Ground Truth,15
recPoint=10,COCOME,4
recPoint=10,Ground Truth,14
recPoint=10,COCOME,5
recPoint=10,Ground Truth,13
recPoint=10,COCOME,6
recPoint=10,Ground Truth,25
recPoint=10,COCOME,10
recPoint=10,Ground Truth,10
recPoint=10,COCOME,10
recPoint=10,Ground Truth,28
recPoint=10,COCOME,33
recPoint=10,Ground Truth,34
recPoint=10,COCOME,25
recPoint=10,Ground Truth,26
recPoint=10,COCOME,13
recPoint=10,Ground Truth,42
recPoint=10,COCOME,2
recPoint=10,Ground Truth,16
recPoint=10,COCOME,1
recPoint=10,Ground Truth,1
recPoint=10,COCOME,1
recPoint=10,Ground Truth,7
recPoint=10,COCOME,1
recPoint=10,Ground Truth,7
recPoint=10,COCOME,3
recPoint=10,Ground Truth,2
recPoint=10,COCOME,2
recPoint=10,Ground Truth,2
recPoint=10,COCOME,5
recPoint=10,Ground Truth,1
recPoint=10,COCOME,1
recPoint=10,Ground Truth,1
recPoint=10,COCOME,7
recPoint=10,Ground Truth,5
recPoint=10,COCOME,12
recPoint=10,Ground Truth,22
recPoint=10,COCOME,6
recPoint=10,Ground Truth,7
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,2
recPoint=10,Ground Truth,1
recPoint=10,COCOME,4
recPoint=10,Ground Truth,8
recPoint=10,COCOME,18
recPoint=10,Ground Truth,23
recPoint=10,COCOME,7
recPoint=10,Ground Truth,12
recPoint=10,COCOME,1
recPoint=10,Ground Truth,11
recPoint=10,COCOME,11
recPoint=10,Ground Truth,20
recPoint=10,COCOME,1
recPoint=10,Ground Truth,4
recPoint=10,COCOME,1
recPoint=10,Ground Truth,11
recPoint=10,COCOME,11
recPoint=10,Ground Truth,43
recPoint=10,COCOME,18
recPoint=10,Ground Truth,20
recPoint=10,COCOME,37
recPoint=10,Ground Truth,17
recPoint=10,COCOME,12
recPoint=10,Ground Truth,35
recPoint=10,COCOME,10
recPoint=10,Ground Truth,13
recPoint=10,COCOME,1
recPoint=10,Ground Truth,4
recPoint=10,COCOME,5
recPoint=10,Ground Truth,17
recPoint=10,COCOME,5
recPoint=10,Ground Truth,11
recPoint=10,COCOME,18
recPoint=10,Ground Truth,35
recPoint=10,COCOME,8
recPoint=10,Ground Truth,13
recPoint=10,COCOME,2
recPoint=10,Ground Truth,4
recPoint=10,COCOME,2
recPoint=10,Ground Truth,9
recPoint=10,COCOME,2
recPoint=10,Ground Truth,8
recPoint=10,COCOME,15
recPoint=10,Ground Truth,2
recPoint=10,COCOME,15
recPoint=10,Ground Truth,31
recPoint=10,COCOME,3
recPoint=10,Ground Truth,1
recPoint=10,COCOME,10
recPoint=10,Ground Truth,33
recPoint=10,COCOME,2
recPoint=10,Ground Truth,20
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,1
recPoint=10,Ground Truth,20
recPoint=10,COCOME,1
recPoint=10,Ground Truth,4
recPoint=10,COCOME,47
recPoint=10,Ground Truth,60
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,11
recPoint=10,Ground Truth,13
recPoint=10,COCOME,2
recPoint=10,Ground Truth,8
recPoint=10,COCOME,3
recPoint=10,Ground Truth,2
recPoint=10,COCOME,3
recPoint=10,Ground Truth,11
recPoint=10,COCOME,14
recPoint=10,Ground Truth,22
recPoint=10,COCOME,28
recPoint=10,Ground Truth,42
recPoint=10,COCOME,3
recPoint=10,Ground Truth,2
recPoint=10,COCOME,27
recPoint=10,Ground Truth,33
recPoint=10,COCOME,10
recPoint=10,Ground Truth,24
recPoint=10,COCOME,3
recPoint=10,Ground Truth,4
recPoint=10,COCOME,7
recPoint=10,Ground Truth,12
recPoint=10,COCOME,1
recPoint=10,Ground Truth,8
recPoint=10,COCOME,2
recPoint=10,Ground Truth,3
recPoint=10,COCOME,10
recPoint=10,Ground Truth,9
recPoint=10,COCOME,15
recPoint=10,Ground Truth,20
recPoint=10,COCOME,4
recPoint=10,Ground Truth,1
recPoint=10,COCOME,6
recPoint=10,Ground Truth,6
recPoint=10,COCOME,6
recPoint=10,Ground Truth,5
recPoint=10,COCOME,1
recPoint=10,Ground Truth,10
recPoint=10,COCOME,3
recPoint=10,Ground Truth,3
recPoint=10,COCOME,3
recPoint=10,Ground Truth,9
recPoint=10,COCOME,1
recPoint=10,Ground Truth,6
recPoint=10,COCOME,12
recPoint=10,Ground Truth,25
recPoint=10,COCOME,31
recPoint=10,Ground Truth,40
recPoint=10,COCOME,3
recPoint=10,Ground Truth,3
recPoint=10,COCOME,3
recPoint=10,Ground Truth,3
recPoint=10,COCOME,1
recPoint=10,Ground Truth,5
recPoint=10,COCOME,4
recPoint=10,Ground Truth,2
recPoint=10,COCOME,2
recPoint=10,Ground Truth,3
recPoint=10,COCOME,20
recPoint=10,Ground Truth,37
recPoint=10,COCOME,9
recPoint=10,Ground Truth,5
recPoint=10,COCOME,1
recPoint=10,Ground Truth,18
recPoint=10,COCOME,1
recPoint=10,Ground Truth,24
recPoint=10,COCOME,8
recPoint=10,Ground Truth,14
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,2
recPoint=10,Ground Truth,4
recPoint=10,COCOME,48
recPoint=10,Ground Truth,40
recPoint=10,COCOME,1
recPoint=10,Ground Truth,24
recPoint=10,COCOME,5
recPoint=10,Ground Truth,1
recPoint=10,COCOME,10
recPoint=10,Ground Truth,25
recPoint=10,COCOME,20
recPoint=10,Ground Truth,23
recPoint=10,COCOME,1
recPoint=10,Ground Truth,15
recPoint=10,COCOME,37
recPoint=10,Ground Truth,3
recPoint=10,COCOME,1
recPoint=10,Ground Truth,14
recPoint=10,COCOME,1
recPoint=10,Ground Truth,3
recPoint=10,COCOME,16
recPoint=10,Ground Truth,27
recPoint=10,COCOME,6
recPoint=10,Ground Truth,13
recPoint=10,COCOME,1
recPoint=10,Ground Truth,13
recPoint=10,COCOME,4
recPoint=10,Ground Truth,19
recPoint=10,COCOME,24
recPoint=10,Ground Truth,24
recPoint=10,COCOME,9
recPoint=10,Ground Truth,12
recPoint=10,COCOME,5
recPoint=10,Ground Truth,6
recPoint=10,COCOME,15
recPoint=10,Ground Truth,19
recPoint=10,COCOME,3
recPoint=10,Ground Truth,1
recPoint=10,COCOME,21
recPoint=10,Ground Truth,31
recPoint=10,COCOME,1
recPoint=10,Ground Truth,4
recPoint=10,COCOME,2
recPoint=10,Ground Truth,22
recPoint=10,COCOME,6
recPoint=10,Ground Truth,13
recPoint=10,COCOME,1
recPoint=10,Ground Truth,2
recPoint=10,COCOME,6
recPoint=10,Ground Truth,6
recPoint=10,COCOME,1
recPoint=10,Ground Truth,4
recPoint=10,COCOME,10
recPoint=10,Ground Truth,15
recPoint=10,COCOME,7
recPoint=10,Ground Truth,7
recPoint=10,COCOME,1
recPoint=10,Ground Truth,18
recPoint=10,COCOME,20
recPoint=10,Ground Truth,37
recPoint=10,COCOME,21
recPoint=10,Ground Truth,13
recPoint=10,COCOME,46
recPoint=10,Ground Truth,34
recPoint=10,COCOME,27
recPoint=10,Ground Truth,32
recPoint=10,COCOME,7
recPoint=10,Ground Truth,33
recPoint=10,COCOME,4
recPoint=10,Ground Truth,20
recPoint=10,COCOME,6
recPoint=10,Ground Truth,30
recPoint=10,COCOME,2
recPoint=10,Ground Truth,1
recPoint=10,COCOME,2
recPoint=10,Ground Truth,6
recPoint=10,COCOME,21
recPoint=10,Ground Truth,33
recPoint=10,COCOME,21
recPoint=10,Ground Truth,29
recPoint=10,COCOME,21
recPoint=10,Ground Truth,26
recPoint=10,COCOME,40
recPoint=10,Ground Truth,53
recPoint=10,COCOME,5
recPoint=10,Ground Truth,8
recPoint=10,COCOME,1
recPoint=10,Ground Truth,12
recPoint=10,COCOME,10
recPoint=10,Ground Truth,40
recPoint=10,COCOME,4
recPoint=10,Ground Truth,10
recPoint=10,COCOME,6
recPoint=10,Ground Truth,10
recPoint=10,COCOME,1
recPoint=10,Ground Truth,5
recPoint=10,COCOME,1
recPoint=10,Ground Truth,4
recPoint=10,COCOME,6
recPoint=10,Ground Truth,12
recPoint=10,COCOME,3
recPoint=10,Ground Truth,2
recPoint=10,COCOME,5
recPoint=10,Ground Truth,38
recPoint=10,COCOME,3
recPoint=10,Ground Truth,5
recPoint=10,COCOME,2
recPoint=10,Ground Truth,3
recPoint=10,COCOME,1
recPoint=10,Ground Truth,1
recPoint=10,COCOME,13
recPoint=10,Ground Truth,29
recPoint=10,COCOME,3
recPoint=10,Ground Truth,16
recPoint=10,COCOME,30
recPoint=10,Ground Truth,33
recPoint=10,COCOME,17
recPoint=10,Ground Truth,24
recPoint=10,COCOME,17
recPoint=10,Ground Truth,33
recPoint=10,COCOME,8
recPoint=10,Ground Truth,17
recPoint=10,COCOME,5
recPoint=10,Ground Truth,19
recPoint=10,COCOME,2
recPoint=10,Ground Truth,15
recPoint=10,COCOME,3
recPoint=10,Ground Truth,29
